Surah,Ayah,Text,Char_Length,Casefolding,Tokenizing
47,5,Allah akan memberi pimpinan kepada mereka dan memperbaiki keadaan mereka,72,allah akan memberi pimpinan kepada mereka dan memperbaiki keadaan mereka,"['allah', 'akan', 'memberi', 'pimpinan', 'kepada', 'mereka', 'dan', 'memperbaiki', 'keadaan', 'mereka']"
47,6,dan memasukkan mereka ke dalam jannah yang telah diperkenankan-Nya kepada mereka.,81,dan memasukkan mereka ke dalam jannah yang telah diperkenankan nya kepada mereka ,"['dan', 'memasukkan', 'mereka', 'ke', 'dalam', 'jannah', 'yang', 'telah', 'diperkenankan', 'nya', 'kepada', 'mereka']"
47,7,"Hai orang-orang mukmin, jika kamu menolong (agama) Allah, niscaya Dia akan menolongmu dan meneguhkan kedudukanmu.",113,hai orang orang mukmin jika kamu menolong agama allah niscaya dia akan menolongmu dan meneguhkan kedudukanmu ,"['hai', 'orang', 'orang', 'mukmin', 'jika', 'kamu', 'menolong', 'agama', 'allah', 'niscaya', 'dia', 'akan', 'menolongmu', 'dan', 'meneguhkan', 'kedudukanmu']"
47,8,"Dan orang-orang yang kafir, maka kecelakaanlah bagi mereka dan Allah menyesatkan amal-amal mereka.",98,dan orang orang yang kafir maka kecelakaanlah bagi mereka dan allah menyesatkan amal amal mereka ,"['dan', 'orang', 'orang', 'yang', 'kafir', 'maka', 'kecelakaanlah', 'bagi', 'mereka', 'dan', 'allah', 'menyesatkan', 'amal', 'amal', 'mereka']"
47,9,Yang demikian itu adalah karena Sesungguhnya mereka benci kepada apa yang diturunkan Allah (Al Quran) lalu Allah menghapuskan (pahala-pahala) amal-amal mereka.,159,yang demikian itu adalah karena sesungguhnya mereka benci kepada apa yang diturunkan allah al quran lalu allah menghapuskan pahala pahala amal amal mereka ,"['yang', 'demikian', 'itu', 'adalah', 'karena', 'sesungguhnya', 'mereka', 'benci', 'kepada', 'apa', 'yang', 'diturunkan', 'allah', 'al', 'quran', 'lalu', 'allah', 'menghapuskan', 'pahala', 'pahala', 'amal', 'amal', 'mereka']"
47,10,Maka apakah mereka tidak mengadakan perjalanan di muka bumi sehingga mereka dapat memperhatikan bagaimana kesudahan orang-orang sebelum mereka; Allah telah menimpakan kebinasaan atas mereka dan orang-orang kafir akan menerima (akibat-akibat) seperti itu.,254,maka apakah mereka tidak mengadakan perjalanan di muka bumi sehingga mereka dapat memperhatikan bagaimana kesudahan orang orang sebelum mereka allah telah menimpakan kebinasaan atas mereka dan orang orang kafir akan menerima akibat akibat sepe i itu ,"['maka', 'apakah', 'mereka', 'tidak', 'mengadakan', 'perjalanan', 'di', 'muka', 'bumi', 'sehingga', 'mereka', 'dapat', 'memperhatikan', 'bagaimana', 'kesudahan', 'orang', 'orang', 'sebelum', 'mereka', 'allah', 'telah', 'menimpakan', 'kebinasaan', 'atas', 'mereka', 'dan', 'orang', 'orang', 'kafir', 'akan', 'menerima', 'akibat', 'akibat', 'sepe', 'i', 'itu']"
47,11,Yang demikian itu karena sesungguhnya Allah adalah pelindung orang-orang yang beriman dan karena sesungguhnya orang-orang kafir itu tidak mempunyai pelindung.,158,yang demikian itu karena sesungguhnya allah adalah pelindung orang orang yang beriman dan karena sesungguhnya orang orang kafir itu tidak mempunyai pelindung ,"['yang', 'demikian', 'itu', 'karena', 'sesungguhnya', 'allah', 'adalah', 'pelindung', 'orang', 'orang', 'yang', 'beriman', 'dan', 'karena', 'sesungguhnya', 'orang', 'orang', 'kafir', 'itu', 'tidak', 'mempunyai', 'pelindung']"
47,12,Sesungguhnya Allah memasukkan orang-orang mukmin dan beramal saleh ke dalam jannah yang mengalir di bawahnya sungai-sungai. Dan orang-orang kafir bersenang-senang (di dunia) dan mereka makan seperti makannya binatang. Dan jahannam adalah tempat tinggal mereka.,260,sesungguhnya allah memasukkan orang orang mukmin dan beramal saleh ke dalam jannah yang mengalir di bawahnya sungai sungai dan orang orang kafir bersenang senang di dunia dan mereka makan sepe i makannya binatang dan jahannam adalah tempat tinggal mereka ,"['sesungguhnya', 'allah', 'memasukkan', 'orang', 'orang', 'mukmin', 'dan', 'beramal', 'saleh', 'ke', 'dalam', 'jannah', 'yang', 'mengalir', 'di', 'bawahnya', 'sungai', 'sungai', 'dan', 'orang', 'orang', 'kafir', 'bersenang', 'senang', 'di', 'dunia', 'dan', 'mereka', 'makan', 'sepe', 'i', 'makannya', 'binatang', 'dan', 'jahannam', 'adalah', 'tempat', 'tinggal', 'mereka']"
47,13,"Dan betapa banyaknya negeri yang (penduduknya) lebih kuat dari pada (penduduk) negerimu (Muhammad) yang telah mengusirmu itu. Kami telah membinasakan mereka, maka tidak ada seorang penolongpun bagi mereka.",205,dan betapa banyaknya negeri yang penduduknya lebih kuat dari pada penduduk negerimu muhammad yang telah mengusirmu itu kami telah membinasakan mereka maka tidak ada seorang penolongpun bagi mereka ,"['dan', 'betapa', 'banyaknya', 'negeri', 'yang', 'penduduknya', 'lebih', 'kuat', 'dari', 'pada', 'penduduk', 'negerimu', 'muhammad', 'yang', 'telah', 'mengusirmu', 'itu', 'kami', 'telah', 'membinasakan', 'mereka', 'maka', 'tidak', 'ada', 'seorang', 'penolongpun', 'bagi', 'mereka']"
47,14,Maka apakah orang yang berpegang pada keterangan yang datang dari Rabbnya sama dengan orang yang (shaitan) menjadikan dia memandang baik perbuatannya yang buruk itu dan mengikuti hawa nafsunya?,193,maka apakah orang yang berpegang pada keterangan yang datang dari rabbnya sama dengan orang yang shaitan menjadikan dia memandang baik perbuatannya yang buruk itu dan mengikuti hawa nafsunya ,"['maka', 'apakah', 'orang', 'yang', 'berpegang', 'pada', 'keterangan', 'yang', 'datang', 'dari', 'rabbnya', 'sama', 'dengan', 'orang', 'yang', 'shaitan', 'menjadikan', 'dia', 'memandang', 'baik', 'perbuatannya', 'yang', 'buruk', 'itu', 'dan', 'mengikuti', 'hawa', 'nafsunya']"
47,15,"(Apakah) perumpamaan (penghuni) jannah yang dijanjikan kepada orang-orang yang bertakwa yang di dalamnya ada sungai-sungai dari air yang tiada berubah rasa dan baunya, sungai-sungai dari air susu yang tidak berubah rasanya, sungai-sungai dari khamar yang lezat rasanya bagi peminumnya dan sungai-sungai dari madu yang disaring; dan mereka memperoleh di dalamnya segala macam buah-buahan dan ampunan dari Rabb mereka, sama dengan orang yang kekal dalam jahannam dan diberi minuman dengan air yang mendidih sehingga memotong ususnya?",531, apakah perumpamaan penghuni jannah yang dijanjikan kepada orang orang yang be akwa yang di dalamnya ada sungai sungai dari air yang tiada berubah rasa dan baunya sungai sungai dari air susu yang tidak berubah rasanya sungai sungai dari khamar yang lezat rasanya bagi peminumnya dan sungai sungai dari madu yang disaring dan mereka memperoleh di dalamnya segala macam buah buahan dan ampunan dari rabb mereka sama dengan orang yang kekal dalam jahannam dan diberi minuman dengan air yang mendidih sehingga memotong ususnya ,"['apakah', 'perumpamaan', 'penghuni', 'jannah', 'yang', 'dijanjikan', 'kepada', 'orang', 'orang', 'yang', 'be', 'akwa', 'yang', 'di', 'dalamnya', 'ada', 'sungai', 'sungai', 'dari', 'air', 'yang', 'tiada', 'berubah', 'rasa', 'dan', 'baunya', 'sungai', 'sungai', 'dari', 'air', 'susu', 'yang', 'tidak', 'berubah', 'rasanya', 'sungai', 'sungai', 'dari', 'khamar', 'yang', 'lezat', 'rasanya', 'bagi', 'peminumnya', 'dan', 'sungai', 'sungai', 'dari', 'madu', 'yang', 'disaring', 'dan', 'mereka', 'memperoleh', 'di', 'dalamnya', 'segala', 'macam', 'buah', 'buahan', 'dan', 'ampunan', 'dari', 'rabb', 'mereka', 'sama', 'dengan', 'orang', 'yang', 'kekal', 'dalam', 'jahannam', 'dan', 'diberi', 'minuman', 'dengan', 'air', 'yang', 'mendidih', 'sehingga', 'memotong', 'ususnya']"
47,16,"Dan di antara mereka ada orang yang mendengarkan perkataanmu sehingga apabila mereka keluar dari sisimu orang-orang berkata kepada orang yang telah diberi ilmu pengetahuan (sahabat-sahabat Nabi): ""Apakah yang dikatakannya tadi?"" Mereka itulah orang-orang yang dikunci mati hati mereka oleh Allah dan mengikuti hawa nafsu mereka.",328,dan di antara mereka ada orang yang mendengarkan perkataanmu sehingga apabila mereka keluar dari sisimu orang orang berkata kepada orang yang telah diberi ilmu pengetahuan sahabat sahabat nabi apakah yang dikatakannya tadi mereka itulah orang orang yang dikunci mati hati mereka oleh allah dan mengikuti hawa nafsu mereka ,"['dan', 'di', 'antara', 'mereka', 'ada', 'orang', 'yang', 'mendengarkan', 'perkataanmu', 'sehingga', 'apabila', 'mereka', 'keluar', 'dari', 'sisimu', 'orang', 'orang', 'berkata', 'kepada', 'orang', 'yang', 'telah', 'diberi', 'ilmu', 'pengetahuan', 'sahabat', 'sahabat', 'nabi', 'apakah', 'yang', 'dikatakannya', 'tadi', 'mereka', 'itulah', 'orang', 'orang', 'yang', 'dikunci', 'mati', 'hati', 'mereka', 'oleh', 'allah', 'dan', 'mengikuti', 'hawa', 'nafsu', 'mereka']"
47,17,"Dan orang-orang yang mau menerima petunjuk, Allah menambah petunjuk kepada mereka dan memberikan balasan ketakwaannya.",118,dan orang orang yang mau menerima petunjuk allah menambah petunjuk kepada mereka dan memberikan balasan ketakwaannya ,"['dan', 'orang', 'orang', 'yang', 'mau', 'menerima', 'petunjuk', 'allah', 'menambah', 'petunjuk', 'kepada', 'mereka', 'dan', 'memberikan', 'balasan', 'ketakwaannya']"
47,18,"Maka tidaklah yang mereka tunggu-tunggu melainkan hari kiamat (yaitu) kedatangannya kepada mereka dengan tiba-tiba, karena sesungguhnya telah datang tanda-tandanya. Maka apakah faedahnya bagi mereka kesadaran mereka itu apabila Kiamat sudah datang?",248,maka tidaklah yang mereka tunggu tunggu melainkan hari kiamat yaitu kedatangannya kepada mereka dengan tiba tiba karena sesungguhnya telah datang tanda tandanya maka apakah faedahnya bagi mereka kesadaran mereka itu apabila kiamat sudah datang ,"['maka', 'tidaklah', 'yang', 'mereka', 'tunggu', 'tunggu', 'melainkan', 'hari', 'kiamat', 'yaitu', 'kedatangannya', 'kepada', 'mereka', 'dengan', 'tiba', 'tiba', 'karena', 'sesungguhnya', 'telah', 'datang', 'tanda', 'tandanya', 'maka', 'apakah', 'faedahnya', 'bagi', 'mereka', 'kesadaran', 'mereka', 'itu', 'apabila', 'kiamat', 'sudah', 'datang']"
47,19,"Maka ketahuilah, bahwa sesungguhnya tidak ada Ilah (sesembahan, tuhan) selain Allah dan mohonlah ampunan bagi dosamu dan bagi (dosa) orang-orang mukmin, laki-laki dan perempuan. Dan Allah mengetahui tempat kamu berusaha dan tempat kamu tinggal.",244,maka ketahuilah bahwa sesungguhnya tidak ada ilah sesembahan tuhan selain allah dan mohonlah ampunan bagi dosamu dan bagi dosa orang orang mukmin laki laki dan perempuan dan allah mengetahui tempat kamu berusaha dan tempat kamu tinggal ,"['maka', 'ketahuilah', 'bahwa', 'sesungguhnya', 'tidak', 'ada', 'ilah', 'sesembahan', 'tuhan', 'selain', 'allah', 'dan', 'mohonlah', 'ampunan', 'bagi', 'dosamu', 'dan', 'bagi', 'dosa', 'orang', 'orang', 'mukmin', 'laki', 'laki', 'dan', 'perempuan', 'dan', 'allah', 'mengetahui', 'tempat', 'kamu', 'berusaha', 'dan', 'tempat', 'kamu', 'tinggal']"
47,20,"Dan orang-orang yang beriman berkata: ""Mengapa tiada diturunkan suatu surat?"" Maka apabila diturunkan suatu surat yang jelas maksudnya dan disebutkan di dalamnya (perintah) perang, kamu lihat orang-orang yang ada penyakit di dalam hatinya memandang kepadamu seperti pandangan orang yang pingsan karena takut mati, dan kecelakaanlah bagi mereka.",344,dan orang orang yang beriman berkata mengapa tiada diturunkan suatu surat maka apabila diturunkan suatu surat yang jelas maksudnya dan disebutkan di dalamnya perintah perang kamu lihat orang orang yang ada penyakit di dalam hatinya memandang kepadamu sepe i pandangan orang yang pingsan karena takut mati dan kecelakaanlah bagi mereka ,"['dan', 'orang', 'orang', 'yang', 'beriman', 'berkata', 'mengapa', 'tiada', 'diturunkan', 'suatu', 'surat', 'maka', 'apabila', 'diturunkan', 'suatu', 'surat', 'yang', 'jelas', 'maksudnya', 'dan', 'disebutkan', 'di', 'dalamnya', 'perintah', 'perang', 'kamu', 'lihat', 'orang', 'orang', 'yang', 'ada', 'penyakit', 'di', 'dalam', 'hatinya', 'memandang', 'kepadamu', 'sepe', 'i', 'pandangan', 'orang', 'yang', 'pingsan', 'karena', 'takut', 'mati', 'dan', 'kecelakaanlah', 'bagi', 'mereka']"
47,21,"Taat dan mengucapkan perkataan yang baik (adalah lebih baik bagi mereka). Apabila telah tetap perintah perang (mereka tidak menyukainya). Tetapi jikalau mereka benar (imannya) terhadap Allah, niscaya yang demikian itu lebih baik bagi mereka.",241,taat dan mengucapkan perkataan yang baik adalah lebih baik bagi mereka apabila telah tetap perintah perang mereka tidak menyukainya tetapi jikalau mereka benar imannya terhadap allah niscaya yang demikian itu lebih baik bagi mereka ,"['taat', 'dan', 'mengucapkan', 'perkataan', 'yang', 'baik', 'adalah', 'lebih', 'baik', 'bagi', 'mereka', 'apabila', 'telah', 'tetap', 'perintah', 'perang', 'mereka', 'tidak', 'menyukainya', 'tetapi', 'jikalau', 'mereka', 'benar', 'imannya', 'terhadap', 'allah', 'niscaya', 'yang', 'demikian', 'itu', 'lebih', 'baik', 'bagi', 'mereka']"
47,22,Maka apakah kiranya jika kamu berkuasa kamu akan membuat kerusakan di muka bumi dan memutuskan hubungan kekeluargaan?,117,maka apakah kiranya jika kamu berkuasa kamu akan membuat kerusakan di muka bumi dan memutuskan hubungan kekeluargaan ,"['maka', 'apakah', 'kiranya', 'jika', 'kamu', 'berkuasa', 'kamu', 'akan', 'membuat', 'kerusakan', 'di', 'muka', 'bumi', 'dan', 'memutuskan', 'hubungan', 'kekeluargaan']"
47,23,Mereka itulah orang-orang yang dilaknati Allah dan ditulikan-Nya telinga mereka dan dibutakan-Nya penglihatan mereka.,117,mereka itulah orang orang yang dilaknati allah dan ditulikan nya telinga mereka dan dibutakan nya penglihatan mereka ,"['mereka', 'itulah', 'orang', 'orang', 'yang', 'dilaknati', 'allah', 'dan', 'ditulikan', 'nya', 'telinga', 'mereka', 'dan', 'dibutakan', 'nya', 'penglihatan', 'mereka']"
47,24,Maka apakah mereka tidak memperhatikan Al Quran ataukah hati mereka terkunci?,77,maka apakah mereka tidak memperhatikan al quran ataukah hati mereka terkunci ,"['maka', 'apakah', 'mereka', 'tidak', 'memperhatikan', 'al', 'quran', 'ataukah', 'hati', 'mereka', 'terkunci']"
47,25,"Sesungguhnya orang-orang yang kembali ke belakang (kepada kekafiran) sesudah petunjuk itu jelas bagi mereka, syaitan telah menjadikan mereka mudah (berbuat dosa) dan memanjangkan angan-angan mereka.",198,sesungguhnya orang orang yang kembali ke belakang kepada kekafiran sesudah petunjuk itu jelas bagi mereka syaitan telah menjadikan mereka mudah berbuat dosa dan memanjangkan angan angan mereka ,"['sesungguhnya', 'orang', 'orang', 'yang', 'kembali', 'ke', 'belakang', 'kepada', 'kekafiran', 'sesudah', 'petunjuk', 'itu', 'jelas', 'bagi', 'mereka', 'syaitan', 'telah', 'menjadikan', 'mereka', 'mudah', 'berbuat', 'dosa', 'dan', 'memanjangkan', 'angan', 'angan', 'mereka']"
47,26,"Yang demikian itu karena sesungguhnya mereka (orang-orang munafik) itu berkata kepada orang-orang yang benci kepada apa yang diturunkan Allah (orang-orang Yahudi): ""Kami akan mematuhi kamu dalam beberapa urusan"", sedang Allah mengetahui rahasia mereka.",252,yang demikian itu karena sesungguhnya mereka orang orang munafik itu berkata kepada orang orang yang benci kepada apa yang diturunkan allah orang orang yahudi kami akan mematuhi kamu dalam beberapa urusan sedang allah mengetahui rahasia mereka ,"['yang', 'demikian', 'itu', 'karena', 'sesungguhnya', 'mereka', 'orang', 'orang', 'munafik', 'itu', 'berkata', 'kepada', 'orang', 'orang', 'yang', 'benci', 'kepada', 'apa', 'yang', 'diturunkan', 'allah', 'orang', 'orang', 'yahudi', 'kami', 'akan', 'mematuhi', 'kamu', 'dalam', 'beberapa', 'urusan', 'sedang', 'allah', 'mengetahui', 'rahasia', 'mereka']"
47,27,Bagaimanakah (keadaan mereka) apabila malaikat mencabut nyawa mereka seraya memukul-mukul muka mereka dan punggung mereka?,122,bagaimanakah keadaan mereka apabila malaikat mencabut nyawa mereka seraya memukul mukul muka mereka dan punggung mereka ,"['bagaimanakah', 'keadaan', 'mereka', 'apabila', 'malaikat', 'mencabut', 'nyawa', 'mereka', 'seraya', 'memukul', 'mukul', 'muka', 'mereka', 'dan', 'punggung', 'mereka']"
47,28,"Yang demikian itu adalah karena sesungguhnya mereka mengikuti apa yang menimbulkan kemurkaan Allah dan karena mereka membenci keridhaan-Nya, sebab itu Allah menghapus (pahala) amal-amal mereka.",193,yang demikian itu adalah karena sesungguhnya mereka mengikuti apa yang menimbulkan kemurkaan allah dan karena mereka membenci keridhaan nya sebab itu allah menghapus pahala amal amal mereka ,"['yang', 'demikian', 'itu', 'adalah', 'karena', 'sesungguhnya', 'mereka', 'mengikuti', 'apa', 'yang', 'menimbulkan', 'kemurkaan', 'allah', 'dan', 'karena', 'mereka', 'membenci', 'keridhaan', 'nya', 'sebab', 'itu', 'allah', 'menghapus', 'pahala', 'amal', 'amal', 'mereka']"
47,29,Atau apakah orang-orang yang ada penyakit dalam hatinya mengira bahwa Allah tidak akan menampakkan kedengkian mereka?,117,atau apakah orang orang yang ada penyakit dalam hatinya mengira bahwa allah tidak akan menampakkan kedengkian mereka ,"['atau', 'apakah', 'orang', 'orang', 'yang', 'ada', 'penyakit', 'dalam', 'hatinya', 'mengira', 'bahwa', 'allah', 'tidak', 'akan', 'menampakkan', 'kedengkian', 'mereka']"
47,30,"Dan kalau Kami kehendaki, niscaya Kami tunjukkan mereka kepadamu sehingga kamu benar-benar dapat mengenal mereka dengan tanda-tandanya. Dan kamu benar-benar akan mengenal mereka dari kiasan-kiasan perkataan mereka dan Allah mengetahui perbuatan-perbuatan kamu.",260,dan kalau kami kehendaki niscaya kami tunjukkan mereka kepadamu sehingga kamu benar benar dapat mengenal mereka dengan tanda tandanya dan kamu benar benar akan mengenal mereka dari kiasan kiasan perkataan mereka dan allah mengetahui perbuatan perbuatan kamu ,"['dan', 'kalau', 'kami', 'kehendaki', 'niscaya', 'kami', 'tunjukkan', 'mereka', 'kepadamu', 'sehingga', 'kamu', 'benar', 'benar', 'dapat', 'mengenal', 'mereka', 'dengan', 'tanda', 'tandanya', 'dan', 'kamu', 'benar', 'benar', 'akan', 'mengenal', 'mereka', 'dari', 'kiasan', 'kiasan', 'perkataan', 'mereka', 'dan', 'allah', 'mengetahui', 'perbuatan', 'perbuatan', 'kamu']"
47,31,"Dan sesungguhnya Kami benar-benar akan menguji kamu agar Kami mengetahui orang-orang yang berjihad dan bersabar di antara kamu, dan agar Kami menyatakan (baik buruknya) hal ihwalmu.",181,dan sesungguhnya kami benar benar akan menguji kamu agar kami mengetahui orang orang yang berjihad dan bersabar di antara kamu dan agar kami menyatakan baik buruknya hal ihwalmu ,"['dan', 'sesungguhnya', 'kami', 'benar', 'benar', 'akan', 'menguji', 'kamu', 'agar', 'kami', 'mengetahui', 'orang', 'orang', 'yang', 'berjihad', 'dan', 'bersabar', 'di', 'antara', 'kamu', 'dan', 'agar', 'kami', 'menyatakan', 'baik', 'buruknya', 'hal', 'ihwalmu']"
47,32,"Sesungguhnya orang-orang kafir dan (yang) menghalangi manusia dari jalan Allah serta memusuhi Rasul setelah petunjuk itu jelas bagi mereka, mereka tidak dapat memberi mudharat kepada Allah sedikitpun. Dan Allah akan menghapuskan (pahala) amal-amal mereka.",255,sesungguhnya orang orang kafir dan yang menghalangi manusia dari jalan allah se a memusuhi rasul setelah petunjuk itu jelas bagi mereka mereka tidak dapat memberi mudharat kepada allah sedikitpun dan allah akan menghapuskan pahala amal amal mereka ,"['sesungguhnya', 'orang', 'orang', 'kafir', 'dan', 'yang', 'menghalangi', 'manusia', 'dari', 'jalan', 'allah', 'se', 'a', 'memusuhi', 'rasul', 'setelah', 'petunjuk', 'itu', 'jelas', 'bagi', 'mereka', 'mereka', 'tidak', 'dapat', 'memberi', 'mudharat', 'kepada', 'allah', 'sedikitpun', 'dan', 'allah', 'akan', 'menghapuskan', 'pahala', 'amal', 'amal', 'mereka']"
47,33,"Hai orang-orang yang beriman, taatilah Allah dan taatilah Rasul dan janganlah kamu merusakkan (pahala) amal-amalmu.",115,hai orang orang yang beriman taatilah allah dan taatilah rasul dan janganlah kamu merusakkan pahala amal amalmu ,"['hai', 'orang', 'orang', 'yang', 'beriman', 'taatilah', 'allah', 'dan', 'taatilah', 'rasul', 'dan', 'janganlah', 'kamu', 'merusakkan', 'pahala', 'amal', 'amalmu']"
47,34,"Sesungguhnya orang-orang kafir dan (yang) menghalangi manusia dari jalan Allah kemudian mereka mati dalam keadaan kafir, maka sekali-kali Allah tidak akan memberi ampun kepada mereka.",183,sesungguhnya orang orang kafir dan yang menghalangi manusia dari jalan allah kemudian mereka mati dalam keadaan kafir maka sekali kali allah tidak akan memberi ampun kepada mereka ,"['sesungguhnya', 'orang', 'orang', 'kafir', 'dan', 'yang', 'menghalangi', 'manusia', 'dari', 'jalan', 'allah', 'kemudian', 'mereka', 'mati', 'dalam', 'keadaan', 'kafir', 'maka', 'sekali', 'kali', 'allah', 'tidak', 'akan', 'memberi', 'ampun', 'kepada', 'mereka']"
47,35,Janganlah kamu lemah dan minta damai padahal kamulah yang di atas dan Allah pun bersamamu dan Dia sekali-kali tidak akan mengurangi pahala amal-amalmu.,151,janganlah kamu lemah dan minta damai padahal kamulah yang di atas dan allah pun bersamamu dan dia sekali kali tidak akan mengurangi pahala amal amalmu ,"['janganlah', 'kamu', 'lemah', 'dan', 'minta', 'damai', 'padahal', 'kamulah', 'yang', 'di', 'atas', 'dan', 'allah', 'pun', 'bersamamu', 'dan', 'dia', 'sekali', 'kali', 'tidak', 'akan', 'mengurangi', 'pahala', 'amal', 'amalmu']"
47,36,"Sesungguhnya kehidupan dunia hanyalah permainan dan senda gurau. Dan jika kamu beriman dan bertakwa, Allah akan memberikan pahala kepadamu dan Dia tidak akan meminta harta-hartamu.",180,sesungguhnya kehidupan dunia hanyalah permainan dan senda gurau dan jika kamu beriman dan be akwa allah akan memberikan pahala kepadamu dan dia tidak akan meminta ha a ha amu ,"['sesungguhnya', 'kehidupan', 'dunia', 'hanyalah', 'permainan', 'dan', 'senda', 'gurau', 'dan', 'jika', 'kamu', 'beriman', 'dan', 'be', 'akwa', 'allah', 'akan', 'memberikan', 'pahala', 'kepadamu', 'dan', 'dia', 'tidak', 'akan', 'meminta', 'ha', 'a', 'ha', 'amu']"
47,37,Jika Dia meminta harta kepadamu lalu mendesak kamu (supaya memberikan semuanya) niscaya kamu akan kikir dan Dia akan menampakkan kedengkianmu.,142,jika dia meminta ha a kepadamu lalu mendesak kamu supaya memberikan semuanya niscaya kamu akan kikir dan dia akan menampakkan kedengkianmu ,"['jika', 'dia', 'meminta', 'ha', 'a', 'kepadamu', 'lalu', 'mendesak', 'kamu', 'supaya', 'memberikan', 'semuanya', 'niscaya', 'kamu', 'akan', 'kikir', 'dan', 'dia', 'akan', 'menampakkan', 'kedengkianmu']"
47,38,"Ingatlah, kamu ini orang-orang yang diajak untuk menafkahkan (hartamu) pada jalan Allah. Maka di antara kamu ada yang kikir, dan siapa yang kikir sesungguhnya dia hanyalah kikir terhadap dirinya sendiri. Dan Allah-lah yang Maha Kaya sedangkan kamulah orang-orang yang berkehendak (kepada-Nya); dan jika kamu berpaling niscaya Dia akan mengganti (kamu) dengan kaum yang lain; dan mereka tidak akan seperti kamu ini.",414,ingatlah kamu ini orang orang yang diajak untuk menafkahkan ha amu pada jalan allah maka di antara kamu ada yang kikir dan siapa yang kikir sesungguhnya dia hanyalah kikir terhadap dirinya sendiri dan allah lah yang maha kaya sedangkan kamulah orang orang yang berkehendak kepada nya dan jika kamu berpaling niscaya dia akan mengganti kamu dengan kaum yang lain dan mereka tidak akan sepe i kamu ini ,"['ingatlah', 'kamu', 'ini', 'orang', 'orang', 'yang', 'diajak', 'untuk', 'menafkahkan', 'ha', 'amu', 'pada', 'jalan', 'allah', 'maka', 'di', 'antara', 'kamu', 'ada', 'yang', 'kikir', 'dan', 'siapa', 'yang', 'kikir', 'sesungguhnya', 'dia', 'hanyalah', 'kikir', 'terhadap', 'dirinya', 'sendiri', 'dan', 'allah', 'lah', 'yang', 'maha', 'kaya', 'sedangkan', 'kamulah', 'orang', 'orang', 'yang', 'berkehendak', 'kepada', 'nya', 'dan', 'jika', 'kamu', 'berpaling', 'niscaya', 'dia', 'akan', 'mengganti', 'kamu', 'dengan', 'kaum', 'yang', 'lain', 'dan', 'mereka', 'tidak', 'akan', 'sepe', 'i', 'kamu', 'ini']"
48,1,Sesungguhnya Kami telah memberikan kepadamu kemenangan yang nyata,65,sesungguhnya kami telah memberikan kepadamu kemenangan yang nyata,"['sesungguhnya', 'kami', 'telah', 'memberikan', 'kepadamu', 'kemenangan', 'yang', 'nyata']"
48,2,supaya Allah memberi ampunan kepadamu terhadap dosamu yang telah lalu dan yang akan datang serta menyempurnakan nikmat-Nya atasmu dan memimpin kamu kepada jalan yang lurus,171,supaya allah memberi ampunan kepadamu terhadap dosamu yang telah lalu dan yang akan datang se a menyempurnakan nikmat nya atasmu dan memimpin kamu kepada jalan yang lurus,"['supaya', 'allah', 'memberi', 'ampunan', 'kepadamu', 'terhadap', 'dosamu', 'yang', 'telah', 'lalu', 'dan', 'yang', 'akan', 'datang', 'se', 'a', 'menyempurnakan', 'nikmat', 'nya', 'atasmu', 'dan', 'memimpin', 'kamu', 'kepada', 'jalan', 'yang', 'lurus']"
48,3,dan supaya Allah menolongmu dengan pertolongan yang kuat (banyak).,66,dan supaya allah menolongmu dengan pe olongan yang kuat banyak ,"['dan', 'supaya', 'allah', 'menolongmu', 'dengan', 'pe', 'olongan', 'yang', 'kuat', 'banyak']"
48,4,Dialah yang telah menurunkan ketenangan ke dalam hati orang-orang mukmin supaya keimanan mereka bertambah di samping keimanan mereka (yang telah ada). Dan kepunyaan Allah-lah tentara langit dan bumi dan adalah Allah Maha Mengetahui lagi Maha Bijaksana,251,dialah yang telah menurunkan ketenangan ke dalam hati orang orang mukmin supaya keimanan mereka be ambah di samping keimanan mereka yang telah ada dan kepunyaan allah lah tentara langit dan bumi dan adalah allah maha mengetahui lagi maha bijaksana,"['dialah', 'yang', 'telah', 'menurunkan', 'ketenangan', 'ke', 'dalam', 'hati', 'orang', 'orang', 'mukmin', 'supaya', 'keimanan', 'mereka', 'be', 'ambah', 'di', 'samping', 'keimanan', 'mereka', 'yang', 'telah', 'ada', 'dan', 'kepunyaan', 'allah', 'lah', 'tentara', 'langit', 'dan', 'bumi', 'dan', 'adalah', 'allah', 'maha', 'mengetahui', 'lagi', 'maha', 'bijaksana']"
